trial,accuracy,duration_s,cost_impossible,cost_minor,cost_no_match,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_x,norm_y,simplification_epsilon,skel_threshold
70,0.768086,170,22.63030926227407,0.27074348022983324,1.2227197548946893,0.1637040377197501,0.15905081752036507,11.010098723424306,282.67169963674974,2.526856039969474,1.4530801255467316,3.59361333597727,3.28629723805076,4.029216788872823,120
71,0.736140,200,30.944643679446354,0.2735674868281113,1.1326391734459085,0.16355918783238854,0.17506723129367607,10.615024628615082,319.47927244695074,2.7964120441943185,2.3204300283169523,3.333511076625369,2.5997740043190003,3.4566111772258163,150
72,0.765039,143,13.485165143780911,0.22843933074110417,1.2652064002003078,0.15524391732960363,0.17756137470475464,10.420726560639572,278.7817666684355,1.9883561200542914,1.946570161172829,3.2538362073106253,3.310538904007182,4.701784838210263,150
73,0.746790,128,13.151780507704464,0.27201890645736565,1.2964092633524484,0.20216743190467396,0.15054569801765286,8.121767334063609,256.8435068425231,2.58433446828226,1.8328504757645625,3.9095985872151076,3.6102136270458716,5.383244658778399,150
74,0.715092,435,14.137076422595827,0.29846091343101383,1.3000571976058386,0.12939161657447068,0.1908273771613972,8.727989293653915,304.20816052205066,3.6240454993921354,1.9716150871602964,4.114905015383737,3.4724114594603046,2.8879945616373046,130
75,0.717804,154,12.514201218354867,0.16702155804615476,1.2181427532168758,0.15904882988055163,0.1761887676423904,10.25641427613499,246.39480000520803,4.1099285062114985,2.396851721056274,3.6705126355917557,3.8823961698622145,3.843738037855967,140
76,0.726386,150,12.94070658658377,0.31864830031604224,1.2570135295013443,0.14950873136519732,0.12447509374318856,9.417731555069118,220.0029681490741,4.043447489108976,1.8821966799496594,3.122333165139742,2.866008480624379,4.259674621792606,150
77,0.741406,106,8.140105369688822,0.27341714055276195,1.024850192944641,0.17991107741776907,0.14990842017937933,9.287023837504819,282.12729077404276,2.3076500244326352,1.201325716773911,3.358168562324595,3.959824796110677,5.271728378314405,130
78,0.760021,281,33.510852568405994,0.24992428148983026,1.3431300747959871,0.21169605336211544,0.17210909831748306,8.730685312969555,292.3769264783219,2.465466737984625,1.6646559974752635,3.4859567970406076,2.3080136920261562,3.722199517736553,130
79,0.755910,162,11.63447138390545,0.23382531142274754,1.171827972406652,0.166060896064731,0.20306221557119297,10.367131912267448,285.18217641374815,3.655216379255343,1.7785676549809937,3.819120967789092,3.438578969215687,3.8276085504146677,120
